Circle,City Name A,Tier1,City Name B,Tier2,Location A M6,Location B M6,Link wise Peak Traffic(Gbps),Link wise 95% Traffic(Gbps)
BHJH,Motihari,T3,Bhagalpur,T2,MHR/BCB/003,BHA/NHN/013,188,182
BHJH,Motihari,T3,Patna,T2,MHR/BCB/003,PTN/PIA/081,480,457
MH,MANJARSUMBHA,T3,NANDEDT2,T2,MJS/ARP/001,NND/HTN/002,1,0
MH,MANJARSUMBHA,T3,Pune Epark,T2,MJS/ARP/001,PUN/EPK/059,0,0
PB,Malerkotla,T3,Mohali,T2,MKT/JDK/003,MOH/C25/001,61,56
PB,Malerkotla,T3,Ludhiana,T2,MKT/JDK/003,LDN/FPA/013,27,26
TN,MUNDAKKAYAM,T3,Cochin,T2,MKY/OFC/001,ENK/SAR/001,63,59
TN,MUNDAKKAYAM,T3,Pollachi,T2,MKY/OFC/001,PLC/RIP/004,11,10
UPW,MOHAN,T3,Meerut,T2,MOF/VMN/001,MRT/GNG/010,23,21
UPW,MOHAN,T3,Moradabad,T2,MOF/VMN/001,MBD/MHD/042,18,16
PB,Mogha,T3,Jalandhar,T2,MOG/CWG/001,JLD/FCP/010,18,17
PB,Mogha,T3,Ludhiana,T2,MOG/CWG/001,LDN/FPA/013,48,45
NESA,MORANHAT,T3,Guwahati,T2,MON/HLG/003,GHT/GSR/001,86,81
NESA,MORANHAT,T3,Jorhat,T2,MON/HLG/003,JHT/MBJ/013,88,81
NESA,MORANHAT,T3,Jorhat,T2,MON/HLG/003,JHT/MBJ/013,65,61
AP,MARKAPUR,T3,Prodattur,T2,MRK/MRM/001,PDR/PDR/004,18,16
AP,MARKAPUR,T3,Vijaywada,T2,MRK/MRM/001,VJW/NMU/040,65,61
BHJH,Muzaffarpur,T3,Patna,T2,MUZ/NSC/024,PTN/PIA/081,1,1
BHJH,Muzaffarpur,T3,Patna,T2,MUZ/NSC/024,PTN/PIA/081,627,596
BHJH,Muzaffarpur,T3,Ranchi,T2,MUZ/NSC/024,RCH/NHB/040 ,0,0
BHJH,Muzaffarpur,T3,Bhagalpur,T2,MUZ/NSC/024,BHA/NHN/013,157,149
KK,MALAVALLI,T3,Bangalore Hosur Road,T1,MVL/NGP/001,BGL/LSU/901,87,80
KK,MALAVALLI,T3,Bangalore WFD,T1,MVL/NGP/001,BGL/WFD/049,122,112
KK,Mysore,T3,Bangalore WFD,T1,MYS/HIA/007,BGL/WFD/049,250,235
KK,Mysore,T3,Mangalore,T2,MYS/HIA/007,MRG/BIA/013,157,145
UPW,Muzaffarnagar,T3,Meerut,T2,MZN/RCH/002,MRT/GNG/010,147,139
UPW,Muzaffarnagar,T3,Noida,T1,MZN/RCH/002,NOD/S57/042,137,126
ORR,Nalconagar,T3,Sambalpur,T2,NAL/ANG/001,SAM/ATP/005,19,17
ORR,Nalconagar,T3,Bhuvaneswar,T2,NAL/ANG/001,BWR/CIE/058,80,76
TN,NAGERCOIL,T3,Madurai,T2,NKL/VMJ/001,MAD/DSP/001,66,61
TN,NAGERCOIL,T3,Pollachi,T2,NKL/VMJ/001,PLC/RIP/004,185,174
AP,Nellore,T3,Prodattur,T2,NLL/NSB/003,PDR/PDR/004,26,24
AP,Nellore,T3,Vijaywada,T2,NLL/NSB/003,VJW/NMU/040,172,164
RAJ,Neem ka thana,T3,Jaipur,T2,NMT/STL/001,JPR/VIA/049,155,142
RAJ,Neem ka thana,T3,Jodhpur,T2,NMT/STL/001,JOD/BIA/007,123,113
MH,Nasik,T3,NANDEDT2,T2,NST/MNK/012,NND/HTN/002,44,34
MH,Nasik,T3,Pune Epark,T2,NST/MNK/012,PUN/EPK/059,372,357
HPHP,NURPUR,T3,Shimla,T2,NUP/KNG/001,SIM/PAN/004,47,42
HPHP,NURPUR,T3,Mohali,T2,NUP/KNG/001,MOH/C25/001,48,43
RAJ,Nagaur,T3,Jaipur,T2,NUR/MNS/001,JPR/VIA/049,70,65
RAJ,Nagaur,T3,Jodhpur,T2,NUR/MNS/001,JOD/BIA/007,71,65
BHJH,Nawada,T3,Bhagalpur,T2,NWD/BDN/001,BHA/NHN/013,110,104
BHJH,Nawada,T3,Patna,T2,NWD/BDN/001,PTN/PIA/081,140,129
ORR,NAYAGARH,T3,Bhuvaneswar,T2,NYR/CPH/001,BWR/CIE/058,72,59
ORR,NAYAGARH,T3,Sambalpur,T2,NYR/CPH/001,SAM/ATP/005,31,29
AP,Nizamabad,T3,HYDERABAD UPPAL,T1,NZB/MJC/002,HYD/UPL/121,183,175
AP,Nizamabad,T3,Vijaywada,T2,NZB/MJC/002,VJW/NMU/040,118,105
AP,Nuzvid,T3,HYDERABAD UPPAL,T1,NZD/RCM/001,HYD/UPL/121,83,71
AP,Nuzvid,T3,Vijaywada,T2,NZD/RCM/001,VJW/NMU/040,87,70
WB,Omarpur,T3,Asansol,T2,OMA/PSR/001,ASL/UGM/007,80,75
WB,Omarpur,T3,Behrampur-WB,T2,OMA/PSR/001,BMP/NMT/010,51,49
AP,ONGOLE,T3,Prodattur,T2,ONG/MCS/005,PDR/PDR/004,70,67
AP,ONGOLE,T3,Vijaywada,T2,ONG/MCS/005,VJW/NMU/040,239,227
RAJ,Pachpadra,T3,Jodhpur,T2,PAD/JPR/001,JOD/BIA/007,58,55
RAJ,Pachpadra,T3,Udaipur,T2,PAD/JPR/001,UPR/MIA/015,39,35
PB,Patiala,T3,Ludhiana,T2,PAT/HBG/001,LDN/FPA/013,37,34
PB,Patiala,T3,Mohali,T2,PAT/HBG/001,MOH/C25/001,97,90
UPW,Pauri,T3,Meerut,T2,PAU/LCH/001,MRT/GNG/010,25,23
UPW,Pauri,T3,Moradabad,T2,PAU/LCH/001,MBD/MHD/042,29,27
UPW,PILIBHIT,T3,AGRA,T2,PBT/ASC/003,AGR/DCY/019,22,20
UPW,PILIBHIT,T3,Moradabad,T2,PBT/ASC/003,MBD/MHD/042,83,79
UPE,Prayagraj,T3,Varanasi,T2,PGRJ/PMNR/001,BRS/TVS/026,247,232
UPE,Prayagraj,T3,Gangaganj,T2,PGRJ/PMNR/001,GNJ/MDF/001 ,193,177
UPE,Prayagraj,T3,Lucknow,T2,PGRJ/PMNR/001,LCK/VKH/028,67,58
KL,PALAKKAD,T3,Pollachi,T2,PGT/STP/001,PLC/RIP/004,64,59
KL,PALAKKAD,T3,Calicut,T2,PGT/STP/001,CLT/NEC/013,73,68
UPE,PHARENDA,T3,Varanasi,T2,PHA/MBG/001,BRS/TVS/026,152,145
UPE,PHARENDA,T3,Gorakhpur,T2,PHA/MBG/001,GKP/OTN/003,141,135
PB,Phagwara,T3,Jalandhar,T2,PHG/KRV/001,JLD/FCP/010,8,7
PB,Phagwara,T3,Ludhiana,T2,PHG/KRV/001,LDN/FPA/013,90,84
RAJ,Phalodi,T3,Jaipur,T2,PHL/NMB/001,JPR/VIA/049,60,56
RAJ,Phalodi,T3,Jodhpur,T2,PHL/NMB/001,JOD/BIA/007,80,74
ORR,PALLAHARA,T3,Bhuvaneswar,T2,PHR/SSH/001,BWR/CIE/058,24,22
ORR,PALLAHARA,T3,Sambalpur,T2,PHR/SSH/001,SAM/ATP/005,2,2
MH,Panjim,T3,Pune Epark,T2,PJM/ECX/020,PUN/EPK/059,166,159
MH,Panjim,T3,Kolhapur,T2,PJM/ECX/020,KPR/NGC/012,71,54
ORR,PANIKOLLI,T3,Sambalpur,T2,PKL/VAL/001,SAM/ATP/005,9,8
ORR,PANIKOLLI,T3,Bhuvaneswar,T2,PKL/VAL/001,BWR/CIE/058,246,237
TN,PATTUKOTTAI,T3,Madurai,T2,PKO/RTM/001,MAD/DSP/001,26,24
TN,PATTUKOTTAI,T3,TRICHY,T2,PKO/RTM/001,TCY/BRD/001,39,38
PB,Pathankot,T3,Jalandhar,T2,PKT/SUS/004,JLD/FCP/010,7,7
PB,Pathankot,T3,Ludhiana,T2,PKT/SUS/004,LDN/FPA/013,84,78
RAJ,PALI,T3,Jodhpur,T2,PLI/INA/001,JOD/BIA/007,101,93
RAJ,PALI,T3,Udaipur,T2,PLI/INA/001,UPR/MIA/015,87,81
GUJ,PALANPUR,T3,Rajkot,T2,PLN/BHP/003,RKT/NRT/030,40,37
GUJ,PALANPUR,T3,Ahmedabad(Changodhar),T2,PLN/BHP/003,CGR/RDM/001,71,65
JK,PULWAMA,T3,Jammu,T2,PLW/NMM/001,JMU/PRA/001,12,10
JK,PULWAMA,T3,SRINAGAR,T2,PLW/NMM/001,SIG/MAR/001,11,11
AP,Palamner,T3,Adoni,T2,PMR/NH4/001,ADI/MRD/004,6,5
AP,Palamner,T3,Prodattur,T2,PMR/NH4/001,PDR/PDR/004,71,66
HPHP,PONTA,T3,Mohali,T2,POT/TWL/001,MOH/C25/001,8,7
HPHP,PONTA,T3,Shimla,T2,POT/TWL/001,SIM/PAN/004,37,35
BHJH,Pipra,T3,Bhagalpur,T2,PPA/PBB/001,BHA/NHN/013,72,67
BHJH,Pipra,T3,Patna,T2,PPA/PBB/001,PTN/PIA/081,156,148
HAR,Panipat,T3,Ambala,T2,PPT/ONH/007,AMB/SHA/001,94,88
HAR,Panipat,T3,Mohali,T2,PPT/ONH/007,MOH/C25/001,304,281
WB,Puruliya,T3,Asansol,T2,PRL/SBL/001,ASL/UGM/007,15,14
WB,Puruliya,T3,Kharagpur (NEW),T1,PRL/SBL/001,KHP/JKP/023,45,32
TN,Pondicherry,T3,Chennai Serisuri,T1,PYC/TVS/001,CHN/SSE/036,111,104
TN,Pondicherry,T3,Chennai Serisuri-2,T1,PYC/TVS/001,CHN/SE2/068,83,78
TN,Pondicherry,T3,Chennai Santhome,T1,PYC/TVS/001,CHN/FOR/001,100,96
ORR,RAYAGADA,T3,Sambalpur,T2,RAY/JKP/001,SAM/ATP/005,4,3
ORR,RAYAGADA,T3,Bhuvaneswar,T2,RAY/JKP/001,BWR/CIE/058,36,34
KK,RAICHUR,T3,Hubli,T2,RCR/AKH/002,HBL/DJB/001,3,3
UPW,Rudrapur,T3,Meerut,T2,RDR/USN/001,MRT/GNG/010,82,76
UPW,Rudrapur,T3,Moradabad,T2,RDR/USN/001,MBD/MHD/042,147,141
MPCG,RAIGARH,T3,Raipur,T2,RGH/RKM/001,RAI/TBD/001,61,57
MPCG,RAIGARH,T3,Jabalpur,T2,RGH/RKM/001,JBL/VIJ/001,53,51
RAJ,Rajgarh,T3,Jaipur,T2,RJG/RGB/002,JPR/VIA/049,88,82
RAJ,Rajgarh,T3,Jodhpur,T2,RJG/RGB/002,JOD/BIA/007,36,33
ORR,Rourkela,T3,Bhuvaneswar,T2,RKL/BAR/001,BWR/CIE/058,68,63
ORR,Rourkela,T3,Sambalpur,T2,RKL/BAR/001,SAM/ATP/005,11,10
MPCG,RATLAM,T3,Bhopal(GP),T1,RLM/HRR/002,BPL/GPR/017,236,217
MPCG,RATLAM,T3,Jabalpur,T2,RLM/HRR/002,JBL/VIJ/001,135,127
HPHP,Rori,T3,Ambala,T2,ROR/RBS/001,AMB/SHA/001,58,55
HPHP,Rori,T3,Hisar,T2,ROR/RBS/001,HIS/SNG/001,4,3
JK,RAJOURI,T3,Jammu,T2,ROU/SCO/003,JMU/PRA/001,50,46
JK,RAJOURI,T3,SRINAGAR,T2,ROU/SCO/003,SIG/MAR/001,44,41
UPW,RUDRAPRAYAG,T3,Meerut,T2,RPG/STL/001,MRT/GNG/010,22,20
UPW,RUDRAPRAYAG,T3,Moradabad,T2,RPG/STL/001,MBD/MHD/042,79,71
TN,RAMANATHAPURAM,T3,TRICHY,T2,RPM/INR/004,TCY/BRD/001,13,12
TN,RAMANATHAPURAM,T3,Madurai,T2,RPM/INR/004,MAD/DSP/001,62,56
RAJ,RATANGARH,T3,Jaipur,T2,RTG/SLR/001,JPR/VIA/049,99,92
RAJ,RATANGARH,T3,Jodhpur,T2,RTG/SLR/001,JOD/BIA/007,75,69
HAR,Rohtak,T3,Ambala,T2,RTK/SRD/003,AMB/SHA/001,153,143
HAR,Rohtak,T3,Hisar,T2,RTK/SRD/003,HIS/SNG/001,61,57
HAR,REWARI,T3,Hisar,T2,RWI/BRD/002,HIS/SNG/001,74,69
HAR,REWARI,T3,Manesar,T1,RWI/BRD/002,MAS/OMU/002,80,77
KK,Sorbha,T3,Hubli,T2,SBA/CRP/001,HBL/DJB/001,38,33
KK,Sorbha,T3,Mangalore,T2,SBA/CRP/001,MRG/BIA/013,32,30
RAJ,Sanchore,T3,Jodhpur,T2,SCH/DVA/016,JOD/BIA/007,46,42
RAJ,Sanchore,T3,Udaipur,T2,SCH/DVA/016,UPR/MIA/015,51,47
NESA,Silchar,T3,Jorhat,T2,SCR/MCO/020,JHT/MBJ/013,120,113
NESA,Silchar,T3,Guwahati,T2,SCR/MCO/020,GHT/GSR/001,119,112
NESA,Silchar,T3,Guwahati,T2,SCR/MCO/020,GHT/GSR/001,0,0
MPCG,Sidhi,T3,Jabalpur,T2,SDI/UTT/001,JBL/VIJ/001,37,34
MPCG,Sidhi,T3,SATNA,T2,SDI/UTT/001,STN/JNR/008,47,43
MPCG,SHAHDOL,T3,Jabalpur,T2,SDL/BPC/003,JBL/VIJ/001,28,27
MPCG,SHAHDOL,T3,Raipur,T2,SDL/BPC/003,RAI/TBD/001,3,3
MPCG,SENDWA,T3,Jabalpur,T2,SDW/BNI/001,JBL/VIJ/001,52,50
MPCG,SENDWA,T3,Bhopal(GP),T1,SDW/BNI/001,BPL/GPR/017,61,59
MPCG,SEONI,T3,Bhopal(GP),T1,SEN/MBP/001,BPL/GPR/017,49,46
MPCG,SEONI,T3,Jabalpur,T2,SEN/MBP/001,JBL/VIJ/001,25,23
MPCG,Sagar,T3,Bhopal(GP),T1,SGK/BHR/001,BPL/GPR/017,48,45
MPCG,Sagar,T3,Jabalpur,T2,SGK/BHR/001,JBL/VIJ/001,41,38
RAJ,Sriganganagar,T3,Jaipur,T2,SGN/GNC/001,JPR/VIA/049,115,106
RAJ,Sriganganagar,T3,Jodhpur,T2,SGN/GNC/001,JOD/BIA/007,62,56
UPW,Saharnpur,T3,Meerut,T2,SHN/GGH/002,MRT/GNG/010,125,117
UPW,Saharnpur,T3,Noida,T1,SHN/GGH/002,NOD/S57/042,98,93
GUJ,SIHORI,T3,Ahmedabad(Changodhar),T2,SIH/NNH/001,CGR/RDM/001,42,39
GUJ,SIHORI,T3,Rajkot,T2,SIH/NNH/001,RKT/NRT/030,47,43
UPW,SHAHJAHANPUR,T3,Gangaganj,T2,SJN/MHR/001,GNJ/MDF/001 ,155,142
UPW,SHAHJAHANPUR,T3,Gorakhpur,T2,SJN/MHR/001,GKP/OTN/003,46,41
UPW,SHAHJAHANPUR,T3,Lucknow,T2,SJN/MHR/001,LCK/VKH/028,145,136
RAJ,SUJANGARH,T3,Jaipur,T2,SJX/NSG/002,JPR/VIA/049,15,14
RAJ,SUJANGARH,T3,Jodhpur,T2,SJX/NSG/002,JOD/BIA/007,4,3
GUJ,Samkhayali,T3,Ahmedabad(Changodhar),T2,SKL/NAR/001,CGR/RDM/001,135,128
GUJ,Samkhayali,T3,Rajkot,T2,SKL/NAR/001,RKT/NRT/030,83,75
KK,Shimoga,T3,Mangalore,T2,SMO/BHC/001,MRG/BIA/013,95,88
KK,Shimoga,T3,Hubli,T2,SMO/BHC/001,HBL/DJB/001,31,29
UPE,Sultanpur,T3,Gangaganj,T2,SNR/ONR/001,GNJ/MDF/001 ,132,119
UPE,Sultanpur,T3,Lucknow,T2,SNR/ONR/001,LCK/VKH/028,52,50
UPE,Sultanpur,T3,Varanasi,T2,SNR/ONR/001,BRS/TVS/026,58,54
MH,Sholapur,T3,Kolhapur,T2,SOL/BWP/016,KPR/NGC/012,115,108
MH,Sholapur,T3,Pune Epark,T2,SOL/BWP/016,PUN/EPK/059,232,218
AP,SRIKAKULAM,T3,HYDERABAD UPPAL,T1,SRK/CRD/001,HYD/UPL/121,60,56
AP,SRIKAKULAM,T3,Vijaywada,T2,SRK/CRD/001,VJW/NMU/040,83,76
RAJ,SIROHI,T3,Udaipur,T2,SRO/BKH/001,UPR/MIA/015,61,55
RAJ,SIROHI,T3,Jodhpur,T2,SRO/BKH/001,JOD/BIA/007,57,53
PB,Sangarur,T3,Ludhiana,T2,SRR/NMC/006,LDN/FPA/013,22,20
PB,Sangarur,T3,Mohali,T2,SRR/NMC/006,MOH/C25/001,46,43
UPE,Sitapur,T3,Gangaganj,T2,STP/ERD/001,GNJ/MDF/001 ,66,61
UPE,Sitapur,T3,Gorakhpur,T2,STP/ERD/001,GKP/OTN/003,75,70
UPE,Sitapur,T3,Lucknow,T2,STP/ERD/001,LCK/VKH/028,79,74
AP,SURYAPET,T3,HYDERABAD UPPAL,T1,SUP/BPR/001,HYD/UPL/121,156,106
AP,SURYAPET,T3,Vijaywada,T2,SUP/BPR/001,VJW/NMU/040,220,208
RAJ,SAWAIMADHOPUR,T3,Jaipur,T2,SWM/MPC/003,JPR/VIA/049,46,40
RAJ,SAWAIMADHOPUR,T3,Udaipur,T2,SWM/MPC/003,UPR/MIA/015,31,29
RAJ,TIBI,T3,Jaipur,T2,TBI/SRD/001,JPR/VIA/049,38,35
RAJ,TIBI,T3,Jodhpur,T2,TBI/SRD/001,JOD/BIA/007,82,74
TN,TUTICORIN,T3,Madurai,T2,TCN/ODP/004,MAD/DSP/001,53,50
TN,TUTICORIN,T3,TRICHY,T2,TCN/ODP/004,TCY/BRD/001,41,38
TN,TIRUVANNAMALAI,T3,Chennai Serisuri-2,T1,TML/POC/004,CHN/SE2/068,66,60
TN,TIRUVANNAMALAI,T3,Chennai Santhome,T1,TML/POC/004,CHN/FOR/001,57,52
TN,TIRUVANNAMALAI,T3,Chennai Serisuri,T1,TML/POC/004,CHN/SSE/036,40,36
KK,TUMKUR,T3,Bangalore Hosur Road,T1,TMU/MGR/001,BGL/LSU/901,127,119
KK,TUMKUR,T3,Bangalore WFD,T1,TMU/MGR/001,BGL/WFD/049,92,87
KK,TUMKUR,T3,Bangalore YMCA,T1,TMU/MGR/001,BGL/YMC/001,35,34
TN,THENI,T3,Madurai,T2,TNE/GNR/001,MAD/DSP/001,11,10
TN,THENI,T3,Pollachi,T2,TNE/GNR/001,PLC/RIP/004,58,54
TN,THANJAVUR,T3,Madurai,T2,TNJ/MAN/002,MAD/DSP/001,35,33
TN,THANJAVUR,T3,TRICHY,T2,TNJ/MAN/002,TCY/BRD/001,111,100
AP,Tirupati,T3,Prodattur,T2,TPT/UPM/010,PDR/PDR/004,84,77
AP,Tirupati,T3,Vijaywada,T2,TPT/UPM/010,VJW/NMU/040,155,145
TN,Tiruppur,T3,Pollachi,T2,TRR/BNC/001,PLC/RIP/004,194,178
TN,Tiruppur,T3,TRICHY,T2,TRR/BNC/001,TCY/BRD/001,52,47
TN,THIRUNELVEL,T3,Madurai,T2,TRU/SNH/001,MAD/DSP/001,61,57
TN,THIRUNELVEL,T3,Pollachi,T2,TRU/SNH/001,PLC/RIP/004,172,158
NESA,TINSUKIA,T3,Guwahati,T2,TSK/LMB/003,GHT/GSR/001,98,93
NESA,TINSUKIA,T3,Jorhat,T2,TSK/LMB/003,JHT/MBJ/013,108,101
KL,Thrissur,T3,Calicut,T2,TSR/IWR/001,CLT/NEC/013,64,60
KL,Thrissur,T3,Cochin,T2,TSR/IWR/001,ENK/SAR/001,36,33
KL,Trivandrum,T3,Cochin,T2,TVM/AMK/025,ENK/SAR/001,177,165
KL,Trivandrum,T3,Pollachi,T2,TVM/AMK/025,PLC/RIP/004,184,173
NESA,Tezpur,T3,Jorhat,T2,TZP/KSC/005,JHT/MBJ/013,136,128
NESA,Tezpur,T3,Guwahati,T2,TZP/KSC/005,GHT/GSR/001,78,72
KK,Udipi,T3,Hubli,T2,UDP/MHR/001,HBL/DJB/001,28,22
KK,Udipi,T3,Mangalore,T2,UDP/MHR/001,MRG/BIA/013,80,64
JK,Udhampur,T3,Jammu,T2,UDU/INR/001,JMU/PRA/001,23,22
JK,Udhampur,T3,SRINAGAR,T2,UDU/INR/001,SIG/MAR/001,40,37
TN,Uttukotai,T3,Chennai Santhome,T1,UKO/SHV/001,CHN/FOR/001,63,59
TN,Uttukotai,T3,Chennai Serisuri,T1,UKO/SHV/001,CHN/SSE/036,26,25
TN,Uttukotai,T3,Chennai Serisuri-2,T1,UKO/SHV/001,CHN/SE2/068,40,37
AP,URAVAKONDA,T3,Adoni,T2,URA/DRC/001,ADI/MRD/004,19,18
AP,URAVAKONDA,T3,Prodattur,T2,URA/DRC/001,PDR/PDR/004,27,25
GUJ,VADODRA,T3,Ahmedabad(Changodhar),T2,VDD/SVM/025,CGR/RDM/001,266,247
GUJ,VADODRA,T3,Surat,T2,VDD/SVM/025,SUR/UNR/901,61,56
TN,Vellore(Old),T3,Chennai Santhome,T1,VEL/FBR/002,CHN/FOR/001,1,1
TN,Vellore(Old),T3,Chennai Serisuri,T1,VEL/FBR/002,CHN/SSE/036,2,1
TN,VELLORE,T3,Chennai Serisuri,T1,VEL/VLP/001,CHN/SSE/036,41,39
TN,VELLORE,T3,Chennai Serisuri-2,T1,VEL/VLP/001,CHN/SE2/068,108,88
TN,VIRUDHUNAGAR,T3,Madurai,T2,VIR/PUL/001,MAD/DSP/001,48,45
TN,VIRUDHUNAGAR,T3,TRICHY,T2,VIR/PUL/001,TCY/BRD/001,113,104
AP,Vizag,T3,HYDERABAD UPPAL,T1,VPM/CNW/023,HYD/UPL/121,213,202
AP,Vizag,T3,Vijaywada,T2,VPM/CNW/023,VJW/NMU/040,249,235
MH,Vellapur,T3,Kolhapur,T2,VPU/PDH/001,KPR/NGC/012,6,5
MH,Vellapur,T3,Pune Epark,T2,VPU/PDH/001,PUN/EPK/059,93,89
AP,Warangal,T3,HYDERABAD UPPAL,T1,WGL/GRJ/007,HYD/UPL/121,228,215
AP,Warangal,T3,Vijaywada,T2,WGL/GRJ/007,VJW/NMU/040,96,90
KK,YADIGIRI,T3,Bangalore WFD,T1,YAD/YBV/001,BGL/WFD/049,66,60
KK,YADIGIRI,T3,Hubli,T2,YAD/YBV/001,HBL/DJB/001,49,46
MH,Yavatmal,T3,Nagpur,T2,YVM/JTP/003,NGP/CSQ/130,48,44
MH,Yavatmal,T3,NANDEDT2,T2,YVM/JTP/003,NND/HTN/002,27,26
AP,Adoni,T2,Hyderabad Hitech,T1,ADI/MRD/004,HYD/OHA/090,37,35
AP,Adoni,T2,HYDERABAD UPPAL,T1,ADI/MRD/004,HYD/UPL/121,62,58
AP,Adoni,T2,HYDERABAD UPPAL,T1,ADI/MRD/004,HYD/UPL/121,82,76
UPW,AGRA,T2,Manesar,T1,AGR/DCY/019,MAS/OMU/002,37,34
UPW,AGRA,T2,Manesar,T1,AGR/DCY/019,MAS/OMU/002,85,78
UPW,AGRA,T2,Noida,T1,AGR/DCY/019,NOD/S57/042,185,172
UPW,AGRA,T2,Noida,T1,AGR/DCY/019,NOD/S57/042,160,152
HAR,Ambala,T2,Manesar,T1,AMB/SHA/001,MAS/OMU/002,154,145
HAR,Ambala,T2,Noida,T1,AMB/SHA/001,NOD/S57/042,55,53
HAR,Ambala,T2,Noida,T1,AMB/SHA/001,NOD/S57/042,55,51
WB,Asansol,T2,Kolkata,T1,ASL/UGM/007,KOL/AOE/065,57,52
WB,Asansol,T2,Kolkata,T1,ASL/UGM/007,KOL/EPB/044,129,123
WB,Asansol,T2,Kharagpur (NEW),T1,ASL/UGM/007,KHP/JKP/023,263,249
WB,Asansol,T2,Kharagpur (NEW),T1,ASL/UGM/007,KHP/JKP/023,144,137
WB,Asansol,T2,Kolkata,T1,ASL/UGM/007,KOL/AOE/065,107,102
BHJH,Bhagalpur,T2,Kharagpur (NEW),T1,BHA/NHN/013,KHP/JKP/023,30,29
BHJH,Bhagalpur,T2,Kolkata,T1,BHA/NHN/013,KOL/AOE/065,33,32
BHJH,Bhagalpur,T2,Kolkata,T1,BHA/NHN/013,KOL/EPB/044,15,14
WB,Behrampur-WB,T2,Kharagpur (NEW),T1,BMP/NMT/010,KHP/JKP/023,171,164
WB,Behrampur-WB,T2,Kharagpur (NEW),T1,BMP/NMT/010,KHP/JKP/023,245,232
WB,Behrampur-WB,T2,Kolkata,T1,BMP/NMT/010,KOL/AOE/065,180,171
WB,Behrampur-WB,T2,Kolkata,T1,BMP/NMT/010,KOL/EPB/044,22,21
UPE,Varanasi,T2,Noida,T1,BRS/TVS/026,NOD/S57/042,47,46
UPE,Varanasi,T2,Manesar,T1,BRS/TVS/026,MAS/OMU/002,35,34
UPE,Varanasi,T2,Noida,T1,BRS/TVS/026,NOD/S57/042,38,36
ORR,Bhuvaneswar,T2,Kolkata,T1,BWR/CIE/058,KOL/EPB/044,13,13
ORR,Bhuvaneswar,T2,Kharagpur (NEW),T1,BWR/CIE/058,KHP/JKP/023,54,51
ORR,Bhuvaneswar,T2,Kharagpur (NEW),T1,BWR/CIE/058,KHP/JKP/023,36,33
ORR,Bhuvaneswar,T2,Kolkata,T1,BWR/CIE/058,KOL/AOE/065,89,85
GUJ,Ahmedabad(Changodhar),T2,Mumbai Chandivali,T1,CGR/RDM/001,MUM/CDV/237,51,48
GUJ,Ahmedabad(Changodhar),T2,Bhopal(GP),T1,CGR/RDM/001,BPL/GPR/017,0,0
GUJ,Ahmedabad(Changodhar),T2,Mumbai Chandivali,T1,CGR/RDM/001,MUM/CDV/237,70,64
KL,Calicut,T2,Chennai Santhome,T1,CLT/NEC/013,CHN/FOR/001,14,14
KL,Calicut,T2,Chennai Serisuri,T1,CLT/NEC/013,CHN/SSE/036,3,3
KL,Calicut,T2,Chennai Serisuri,T1,CLT/NEC/013,CHN/SSE/036,2,2
KL,Calicut,T2,Chennai Serisuri-2,T1,CLT/NEC/013,CHN/SE2/068,5,4
KL,Cochin,T2,Chennai Serisuri,T1,ENK/SAR/001,CHN/SSE/036,3,3
KL,Cochin,T2,Chennai Serisuri-2,T1,ENK/SAR/001,CHN/SE2/068,5,4
KL,Cochin,T2,Chennai Santhome,T1,ENK/SAR/001,CHN/FOR/001,26,24
NESA,Guwahati,T2,Kolkata,T1,GHT/GSR/001,KOL/AOE/065,50,48
NESA,Guwahati,T2,Kolkata,T1,GHT/GSR/001,KOL/EPB/044,4,4
NESA,Guwahati,T2,Kolkata,T1,GHT/GSR/001,KOL/AOE/065,25,23
NESA,Guwahati,T2,Kharagpur (NEW),T1,GHT/GSR/001,KHP/JKP/023,54,52
UPE,Gorakhpur,T2,Manesar,T1,GKP/OTN/003,MAS/OMU/002,13,12
UPE,Gorakhpur,T2,Noida,T1,GKP/OTN/003,NOD/S57/042,45,43
UPE,Gangaganj,T2,Manesar,T1,GNJ/MDF/001 ,MAS/OMU/002,24,23
UPE,Gangaganj,T2,Noida,T1,GNJ/MDF/001 ,NOD/S57/042,32,31
KK,Hubli,T2,Bangalore Hosur Road,T1,HBL/DJB/001,BGL/LSU/901,207,196
KK,Hubli,T2,Bangalore Hosur Road,T1,HBL/DJB/001,BGL/LSU/901,127,120
KK,Hubli,T2,Bangalore WFD,T1,HBL/DJB/001,BGL/WFD/049,186,174
KK,Hubli,T2,Bangalore WFD,T1,HBL/DJB/001,BGL/WFD/049,111,105
HAR,Hisar,T2,Manesar,T1,HIS/SNG/001,MAS/OMU/002,85,80
HAR,Hisar,T2,Noida,T1,HIS/SNG/001,NOD/S57/042,30,29
MPCG,Jabalpur,T2,Bhopal(GP),T1,JBL/VIJ/001,BPL/GPR/017,570,462
MPCG,Jabalpur,T2,Bhopal(GP),T1,JBL/VIJ/001,BPL/GPR/017,234,222
MPCG,Jabalpur,T2,Mumbai Chandivali,T1,JBL/VIJ/001,MUM/CDV/237,26,20
NESA,Jorhat,T2,Kharagpur (NEW),T1,JHT/MBJ/013,KHP/JKP/023,28,25
